status,employees,firm_age,man_gender,sector
Open,20,15,Male,Other Services
Open,28,27,Male,Retail
Open,131,13,Male,Manufacturing
Open,38,26,Male,Other Services
Open,157,17,Male,Manufacturing
Open,36,24,Male,Manufacturing
Temporary closed,9,16,Male,Other Services
Open,95,12,Male,Manufacturing
Temporary closed,8,23,Male,Other Services
Open,149,17,Male,Manufacturing
Open,250,17,Male,Other Services
Open,15,23,Male,Retail
Open,27,21,Male,Retail
Open,18,24,Male,Manufacturing
Open,5,14,Male,Manufacturing
Temporary closed,79,5,Female,Retail
Open,68,14,Male,Retail
Open,9,18,Male,Retail
Open,78,11,Male,Manufacturing
Open,16,19,Male,Other Services
Temporary closed,8,11,Male,Manufacturing
Open,62,13,Female,Manufacturing
Open,6,11,Male,Other Services
Open,7,12,Male,Manufacturing
Open,5,21,Female,Retail
Open,35,14,Male,Manufacturing
Open,21,21,Female,Retail
Open,14,9,Male,Other Services
Temporary closed,17,10,Male,Retail
Open,42,9,Male,Other Services
Open,30,28,Male,Retail
Open,8,9,Male,Other Services
Open,202,8,Male,Manufacturing
Open,20,10,Male,Other Services
Open,39,5,Male,Other Services
Open,6,7,Male,Other Services
Open,5,12,Male,Retail
Open,200,7,Male,Other Services
Open,15,9,Male,Other Services
Open,20,6,Female,Retail
Open,250,6,Male,Manufacturing
Open,45,7,Male,Manufacturing
Open,183,7,Male,Other Services
Open,5,7,Male,Retail
Open,6,7,Female,Retail
Temporary closed,13,7,Female,Retail
Temporary closed,20,7,Male,Retail
Open,220,6,Female,Retail
Temporary closed,5,6,Male,Other Services
Open,5,6,Male,Other Services
Open,6,6,Male,Other Services
Open,5,6,Male,Manufacturing
Open,7,6,Male,Other Services
Temporary closed,7,7,Male,Other Services
Temporary closed,180,5,Male,Retail
Open,23,4,Female,Manufacturing
Open,35,4,Male,Retail
Open,30,4,Male,Other Services
Open,9,4,Female,Other Services
Permenant closed,7,4,Male,Other Services
Open,10,12,Male,Other Services
Temporary closed,7,41,Male,Manufacturing
Open,15,37,Male,Manufacturing
Open,14,55,Male,Manufacturing
Open,8,9,Male,Manufacturing
Open,13,21,Male,Manufacturing
Open,8,40,Male,Manufacturing
Open,8,37,Male,Manufacturing
Open,8,25,Male,Manufacturing
Open,6,39,Male,Manufacturing
Open,7,12,Male,Manufacturing
Open,6,9,Male,Manufacturing
Open,15,25,Female,Manufacturing
Open,14,11,Male,Manufacturing
Open,12,8,Male,Manufacturing
Open,10,28,Male,Manufacturing
Permenant closed,8,4,Male,Other Services
Open,12,9,Male,Manufacturing
Permenant closed,6,37,Male,Manufacturing
Open,16,22,Male,Manufacturing
Temporary closed,8,43,Male,Manufacturing
Open,8,22,Male,Manufacturing
Temporary closed,12,41,Male,Manufacturing
Open,12,40,Male,Manufacturing
Open,7,39,Male,Manufacturing
Open,6,51,Male,Manufacturing
Open,8,15,Female,Manufacturing
Open,10,30,Male,Manufacturing
Open,5,15,Male,Manufacturing
Open,6,4,Male,Manufacturing
Open,5,14,Male,Retail
Temporary closed,10,10,Male,Manufacturing
Open,7,39,Male,Manufacturing
Open,7,16,Male,Manufacturing
Open,6,4,Male,Manufacturing
Open,5,27,Male,Retail
Open,6,9,Male,Manufacturing
Open,6,11,Female,Manufacturing
Open,6,46,Male,Manufacturing
Open,6,15,Male,Manufacturing
Open,5,26,Male,Manufacturing
Permenant closed,12,28,Male,Manufacturing
Open,13,7,Male,Manufacturing
Open,7,49,Female,Retail
Permenant closed,6,29,Male,Retail
Open,12,51,Male,Manufacturing
Open,15,30,Male,Manufacturing
Open,16,14,Male,Manufacturing
Open,8,37,Male,Manufacturing
Open,10,13,Male,Manufacturing
Open,13,51,Male,Manufacturing
Open,9,73,Male,Manufacturing
Open,12,12,Male,Manufacturing
Open,10,15,Male,Manufacturing
Open,15,6,Male,Manufacturing
Open,20,6,Male,Manufacturing
Open,10,8,Male,Manufacturing
Open,8,16,Male,Manufacturing
Open,10,39,Male,Manufacturing
Open,18,25,Male,Manufacturing
Open,11,7,Male,Manufacturing
Temporary closed,10,41,Female,Manufacturing
Open,10,42,Male,Manufacturing
Open,6,17,Male,Manufacturing
Open,16,10,Male,Manufacturing
Temporary closed,6,19,Male,Manufacturing
Open,8,50,Male,Manufacturing
Open,15,12,Female,Manufacturing
Open,15,33,Male,Manufacturing
Open,8,39,Male,Manufacturing
Temporary closed,8,9,Female,Manufacturing
Open,11,22,Female,Manufacturing
Open,5,68,Female,Manufacturing
Open,5,2,Male,Manufacturing
Open,14,19,Male,Manufacturing
Open,7,12,Male,Manufacturing
Temporary closed,9,13,Female,Manufacturing
Permenant closed,6,19,Male,Other Services
Open,30,13,Male,Retail
Open,6,43,Male,Other Services
Open,8,22,Male,Manufacturing
Open,5,19,Male,Manufacturing
Open,19,10,Male,Manufacturing
Open,10,12,Male,Manufacturing
Open,9,52,Male,Other Services
Open,7,36,Male,Other Services
Temporary closed,12,3,Female,Manufacturing
Open,10,21,Male,Manufacturing
Open,10,21,Male,Manufacturing
Open,10,6,Female,Manufacturing
Temporary closed,5,31,Male,Manufacturing
Open,12,32,Male,Manufacturing
Open,16,69,Male,Manufacturing
Permenant closed,12,44,Male,Manufacturing
Open,19,42,Male,Other Services
Open,9,50,Male,Manufacturing
Open,15,19,Female,Manufacturing
Temporary closed,15,23,Male,Manufacturing
Open,7,51,Male,Manufacturing
Temporary closed,15,70,Male,Manufacturing
Open,10,39,Male,Manufacturing
Temporary closed,10,35,Male,Manufacturing
Open,18,6,Female,Manufacturing
Permenant closed,15,54,Male,Manufacturing
Open,26,30,Female,Other Services
Permenant closed,9,69,Male,Manufacturing
Open,12,59,Male,Manufacturing
Open,11,9,Male,Other Services
Open,12,18,Male,Other Services
Open,16,8,Male,Other Services
Open,3,7,Male,Other Services
Open,6,6,Female,Other Services
Temporary closed,15,41,Male,Other Services
Open,7,15,Male,Other Services
Open,9,61,Male,Other Services
Temporary closed,15,12,Male,Other Services
Open,7,13,Male,Other Services
Permenant closed,6,5,Female,Other Services
Open,6,22,Male,Other Services
Temporary closed,7,18,Male,Other Services
Temporary closed,16,44,Male,Other Services
Permenant closed,10,3,Male,Other Services
Temporary closed,5,20,Male,Other Services
Temporary closed,12,35,Male,Other Services
Temporary closed,12,12,Male,Other Services
Open,15,27,Male,Other Services
Open,15,23,Male,Other Services
Open,11,20,Male,Other Services
Open,10,30,Male,Other Services
Temporary closed,12,21,Male,Other Services
Open,15,25,Male,Other Services
Permenant closed,5,9,Male,Retail
Open,15,3,Male,Other Services
Open,7,12,Male,Other Services
Temporary closed,8,50,Male,Other Services
Open,12,4,Male,Other Services
Open,5,2,Male,Other Services
Open,10,31,Male,Other Services
Permenant closed,20,10,Male,Other Services
Open,5,39,Male,Retail
Open,10,4,Male,Other Services
Open,10,12,Male,Other Services
Open,8,14,Male,Other Services
Temporary closed,17,29,Male,Other Services
Open,10,13,Male,Other Services
Open,6,14,Female,Other Services
Permenant closed,9,16,Male,Other Services
Open,9,12,Female,Other Services
Open,11,14,Male,Other Services
Open,8,13,Female,Other Services
Open,12,19,Male,Other Services
Open,5,32,Female,Other Services
Open,9,51,Male,Other Services
Permenant closed,8,6,Male,Other Services
Open,9,11,Female,Other Services
Permenant closed,7,34,Male,Other Services
Temporary closed,8,34,Male,Other Services
Temporary closed,10,39,Male,Other Services
Open,10,19,Male,Other Services
Open,5,34,Male,Other Services
Open,8,34,Male,Other Services
Open,7,42,Male,Other Services
Open,18,27,Female,Other Services
Temporary closed,10,21,Male,Other Services
Temporary closed,12,4,Male,Other Services
Open,8,37,Male,Other Services
Permenant closed,10,9,Male,Other Services
Permenant closed,15,5,Male,Other Services
Permenant closed,6,3,Male,Other Services
Open,8,21,Male,Other Services
Permenant closed,12,3,Female,Other Services
Open,12,29,Male,Other Services
Permenant closed,10,2,Male,Other Services
Temporary closed,15,25,Male,Other Services
Open,10,41,Male,Other Services
Temporary closed,7,12,Female,Retail
Open,8,28,Female,Retail
Temporary closed,6,23,Male,Retail
Open,9,7,Female,Retail
Open,6,35,Male,Retail
Open,6,28,Male,Retail
Temporary closed,8,15,Male,Retail
Permenant closed,6,7,Male,Retail
Open,5,23,Female,Retail
Open,5,3,Male,Retail
Open,5,21,Male,Retail
Open,5,6,Male,Retail
Open,8,4,Male,Retail
Open,6,3,Male,Retail
Temporary closed,6,2,Female,Retail
Open,5,9,Male,Retail
Temporary closed,10,7,Male,Retail
Open,8,10,Male,Retail
Permenant closed,8,15,Male,Retail
Open,11,29,Male,Retail
Open,12,7,Male,Other Services
Open,7,30,Male,Other Services
Open,15,9,Male,Other Services
Open,5,29,Female,Retail
Open,9,35,Male,Other Services
Open,6,2,Male,Retail
Open,5,27,Male,Retail
Temporary closed,8,39,Male,Retail
Open,5,13,Male,Retail
Open,10,7,Female,Retail
Open,6,3,Male,Retail
Temporary closed,10,2,Male,Retail
Open,11,24,Male,Retail
Open,50,51,Male,Manufacturing
Open,80,8,Male,Manufacturing
Open,30,25,Male,Manufacturing
Open,30,65,Male,Manufacturing
Open,30,19,Male,Manufacturing
Open,60,18,Male,Manufacturing
Open,24,54,Male,Manufacturing
Open,7,12,Male,Manufacturing
Open,42,4,Male,Manufacturing
Temporary closed,42,7,Male,Manufacturing
Open,15,22,Male,Manufacturing
Open,18,32,Male,Manufacturing
Permenant closed,35,30,Male,Manufacturing
Open,20,23,Male,Manufacturing
Open,20,11,Male,Manufacturing
Open,70,35,Male,Manufacturing
Open,30,42,Male,Manufacturing
Open,99,50,Male,Manufacturing
Open,45,17,Male,Manufacturing
Open,27,42,Male,Manufacturing
Open,70,49,Male,Manufacturing
Temporary closed,40,69,Female,Manufacturing
Open,90,34,Male,Manufacturing
Open,20,4,Male,Manufacturing
Open,22,14,Male,Manufacturing
Open,40,6,Male,Manufacturing
Open,30,5,Male,Manufacturing
Open,33,8,Male,Manufacturing
Open,30,56,Male,Manufacturing
Open,31,89,Male,Manufacturing
Open,40,27,Male,Manufacturing
Temporary closed,20,13,Male,Manufacturing
Open,45,39,Male,Manufacturing
Open,80,94,Male,Manufacturing
Open,20,39,Male,Manufacturing
Open,35,14,Male,Manufacturing
Open,40,39,Male,Manufacturing
Open,12,12,Male,Manufacturing
Open,50,51,Male,Manufacturing
Open,60,49,Male,Manufacturing
Open,15,5,Male,Manufacturing
Open,35,29,Male,Manufacturing
Open,30,15,Male,Manufacturing
Open,40,10,Male,Manufacturing
Open,33,51,Male,Manufacturing
Open,25,13,Male,Manufacturing
Open,75,25,Male,Manufacturing
Open,75,15,Male,Manufacturing
Open,20,25,Male,Manufacturing
Open,90,60,Male,Manufacturing
Open,25,57,Male,Manufacturing
Open,25,3,Female,Manufacturing
Open,21,33,Male,Manufacturing
Open,50,42,Male,Manufacturing
Open,50,43,Male,Manufacturing
Open,62,51,Male,Manufacturing
Temporary closed,35,9,Male,Manufacturing
Open,80,20,Male,Manufacturing
Open,50,3,Male,Manufacturing
Open,35,12,Male,Manufacturing
Open,30,29,Male,Manufacturing
Temporary closed,30,11,Male,Manufacturing
Open,28,36,Male,Manufacturing
Open,40,59,Male,Manufacturing
Permenant closed,50,25,Male,Manufacturing
Open,65,43,Male,Manufacturing
Open,78,54,Male,Manufacturing
Open,29,36,Male,Manufacturing
Open,26,55,Male,Manufacturing
Open,90,29,Female,Manufacturing
Open,53,19,Male,Manufacturing
Open,25,66,Male,Manufacturing
Open,40,39,Male,Manufacturing
Open,70,50,Male,Other Services
Open,20,19,Male,Manufacturing
Open,54,29,Male,Manufacturing
Open,70,42,Male,Manufacturing
Temporary closed,35,48,Male,Manufacturing
Open,70,38,Female,Manufacturing
Open,40,19,Male,Manufacturing
Open,70,4,Male,Manufacturing
Open,30,24,Male,Manufacturing
Open,20,19,Female,Manufacturing
Open,31,49,Male,Manufacturing
Open,25,30,Male,Manufacturing
Open,30,29,Male,Manufacturing
Open,35,29,Male,Manufacturing
Open,20,28,Male,Manufacturing
Permenant closed,20,19,Male,Retail
Permenant closed,40,14,Male,Other Services
Open,30,14,Male,Manufacturing
Open,30,8,Male,Retail
Open,50,27,Male,Other Services
Open,90,40,Male,Other Services
Open,50,6,Male,Manufacturing
Open,80,43,Male,Other Services
Open,40,59,Female,Other Services
Open,65,19,Male,Other Services
Permenant closed,25,39,Male,Other Services
Open,32,21,Male,Other Services
Open,20,17,Female,Manufacturing
Permenant closed,40,12,Male,Manufacturing
Open,20,5,Male,Other Services
Open,45,52,Male,Other Services
Open,47,41,Male,Other Services
Open,80,39,Male,Other Services
Open,50,22,Male,Other Services
Open,22,7,Male,Retail
Open,33,23,Male,Retail
Open,10,6,Male,Retail
Open,30,9,Male,Retail
Open,19,7,Male,Retail
Open,10,11,Male,Retail
Temporary closed,10,11,Male,Retail
Open,20,11,Male,Retail
Open,10,39,Male,Retail
Temporary closed,25,19,Male,Retail
Open,22,13,Male,Retail
Open,80,15,Male,Other Services
Open,20,21,Male,Retail
Open,22,39,Male,Retail
Open,90,43,Male,Retail
Open,150,83,Male,Manufacturing
Open,88,44,Male,Manufacturing
Open,200,38,Male,Manufacturing
Permenant closed,120,25,Male,Manufacturing
Open,160,68,Female,Manufacturing
Open,100,11,Male,Manufacturing
Open,156,49,Male,Manufacturing
Open,80,51,Male,Manufacturing
Open,100,69,Female,Manufacturing
Open,120,40,Male,Manufacturing
Open,230,34,Male,Manufacturing
Open,200,30,Male,Manufacturing
Temporary closed,230,31,Male,Manufacturing
Temporary closed,180,57,Male,Manufacturing
Open,200,41,Female,Manufacturing
Open,100,15,Male,Manufacturing
Open,250,49,Male,Manufacturing
Open,200,18,Male,Manufacturing
Open,160,80,Male,Manufacturing
Open,140,53,Male,Manufacturing
Open,140,79,Male,Manufacturing
Open,100,3,Male,Manufacturing
Open,120,60,Male,Manufacturing
Open,134,7,Male,Manufacturing
Open,50,45,Male,Retail
Open,120,39,Male,Manufacturing
Open,87,34,Male,Manufacturing
Open,119,35,Male,Manufacturing
Open,130,29,Male,Retail
Open,66,29,Male,Manufacturing
Open,120,16,Male,Manufacturing
Open,120,33,Male,Manufacturing
Open,250,44,Male,Manufacturing
Open,130,16,Male,Manufacturing
Open,250,48,Male,Manufacturing
Open,120,55,Male,Manufacturing
Temporary closed,197,53,Male,Manufacturing
Open,110,8,Male,Manufacturing
Open,150,31,Male,Manufacturing
Open,220,93,Male,Manufacturing
Open,250,34,Male,Manufacturing
Open,130,12,Male,Manufacturing
Open,200,39,Male,Manufacturing
Permenant closed,95,6,Male,Manufacturing
Open,110,20,Male,Manufacturing
Open,110,96,Male,Manufacturing
Open,150,11,Female,Manufacturing
Open,138,4,Male,Manufacturing
Open,200,53,Male,Manufacturing
Open,250,29,Male,Manufacturing
Temporary closed,100,14,Male,Manufacturing
Open,150,26,Male,Manufacturing
Open,50,29,Male,Other Services
Open,88,9,Male,Manufacturing
Open,50,25,Male,Other Services
Open,88,20,Male,Other Services
Open,60,30,Male,Manufacturing
Permenant closed,40,39,Male,Manufacturing
Open,110,50,Male,Manufacturing
Temporary closed,200,32,Male,Manufacturing
Open,110,9,Male,Manufacturing
Open,120,38,Female,Manufacturing
Open,250,46,Male,Manufacturing
Open,120,63,Male,Manufacturing
Permenant closed,100,25,Male,Manufacturing
Open,170,64,Male,Retail
Open,80,11,Male,Other Services
Open,50,42,Male,Other Services
Temporary closed,110,3,Male,Other Services
Temporary closed,163,23,Male,Retail
Open,180,25,Male,Retail
Open,120,59,Male,Retail
Open,25,23,Male,Retail
Open,80,19,Male,Retail
Open,100,20,Male,Retail
Open,50,20,Male,Retail
Open,30,29,Male,Retail
Open,86,15,Male,Retail
Open,135,48,Male,Retail
Open,70,39,Female,Retail
Permenant closed,105,6,Female,Retail
Open,150,49,Male,Retail
Open,110,16,Male,Retail
Open,10,20,Male,Manufacturing
Open,10,68,Male,Manufacturing
Open,30,10,Male,Manufacturing
Open,8,22,Male,Manufacturing
Open,12,4,Male,Manufacturing
Open,22,4,Male,Manufacturing
Open,50,9,Male,Manufacturing
Permenant closed,5,19,Male,Manufacturing
Open,26,12,Male,Manufacturing
Open,75,23,Female,Manufacturing
Open,51,25,Male,Manufacturing
Open,70,18,Male,Manufacturing
Open,176,28,Male,Manufacturing
Open,21,24,Male,Manufacturing
Open,65,19,Male,Manufacturing
Permenant closed,12,42,Male,Manufacturing
Open,6,6,Male,Manufacturing
Open,9,6,Male,Other Services
Open,12,30,Male,Manufacturing
Open,87,43,Male,Manufacturing
Open,23,11,Male,Manufacturing
Open,250,20,Male,Retail
Open,230,23,Male,Manufacturing
Open,7,10,Male,Retail
Permenant closed,38,23,Male,Manufacturing
Open,10,9,Male,Manufacturing
Open,29,11,Male,Manufacturing
Open,181,12,Male,Manufacturing
Open,8,19,Male,Manufacturing
Open,9,8,Male,Manufacturing
Open,2,34,Male,Manufacturing
Open,8,16,Male,Manufacturing
Open,110,31,Male,Manufacturing
Open,135,11,Male,Manufacturing
Open,65,21,Male,Manufacturing
Open,3,41,Male,Manufacturing
Open,25,14,Male,Manufacturing
Open,1,20,Male,Manufacturing
Open,10,25,Male,Manufacturing
Open,6,11,Male,Manufacturing
Open,80,24,Male,Retail
Open,100,23,Male,Other Services
Open,180,67,Male,Retail
Open,48,22,Male,Other Services
Open,15,12,Male,Retail
Open,5,15,Male,Retail
Open,50,6,Male,Retail
Open,6,14,Male,Other Services
Open,30,6,Male,Retail
Open,90,20,Male,Retail
Open,15,21,Male,Retail
Permenant closed,5,19,Male,Retail
Open,68,65,Male,Retail
Open,2,40,Male,Retail
Open,2,18,Male,Manufacturing
Open,8,20,Male,Other Services
Open,40,25,Male,Retail
Permenant closed,18,31,Male,Other Services
Open,14,23,Male,Retail
Open,25,59,Male,Other Services
Open,12,15,Male,Other Services
Open,13,18,Male,Other Services
Open,6,11,Male,Retail
Open,7,17,Male,Retail
Open,6,17,Male,Manufacturing
Permenant closed,8,12,Male,Manufacturing
Temporary closed,6,9,Male,Other Services
Open,8,20,Male,Manufacturing
Open,7,13,Male,Retail
Permenant closed,7,7,Male,Manufacturing
Open,9,10,Male,Retail
Open,51,18,Male,Manufacturing
Open,115,27,Male,Manufacturing
Permenant closed,27,88,Male,Manufacturing
Open,2,17,Male,Retail
Open,9,8,Male,Other Services
Open,7,9,Male,Retail
Open,3,16,Male,Retail
Open,5,69,Male,Manufacturing
Open,4,17,Male,Retail
Open,20,16,Male,Manufacturing
Open,2,60,Male,Retail
Open,30,7,Male,Other Services
Open,6,6,Male,Other Services
Open,25,9,Male,Retail
Permenant closed,5,4,Male,Other Services
Open,2,24,Male,Manufacturing
Open,4,10,Male,Other Services
Temporary closed,10,10,Male,Other Services
Open,9,18,Male,Other Services
Open,9,6,Male,Retail
Open,7,29,Male,Other Services
Open,17,7,Male,Manufacturing
Permenant closed,5,33,Male,Retail
Permenant closed,145,7,Male,Other Services
Permenant closed,17,33,Male,Retail
Open,8,32,Male,Retail
Open,8,34,Male,Retail
Open,7,14,Male,Retail
Open,3,9,Male,Retail
Open,7,8,Male,Manufacturing
Open,7,27,Male,Other Services
Open,140,33,Male,Retail
Open,2,14,Male,Other Services
Open,9,12,Male,Other Services
